frame,x,y,glove_height_peak_leg_lift,cap_height,glove_to_person_top
0,711.0,502.0,,,428.0
1,,,,,428.0
2,711.0,502.0,,,427.0
3,,,,,427.0
4,710.0,504.0,,,425.0
5,,,,,425.0
6,710.0,504.0,,,424.0
7,,,,,425.0
8,711.0,506.0,,,423.0
9,,,,,421.0
10,717.0,507.0,,,417.0
11,,,,,416.0
12,716.0,508.0,,,423.0
13,,,,,423.0
14,721.0,508.0,,,428.0
15,,,,,428.0
16,726.0,510.0,,,430.0
17,,,,,430.0
18,731.0,513.0,,,428.0
19,,,,,429.0
20,740.0,515.0,,,431.0
21,,,,,431.0
22,751.0,517.0,,,
23,,,,,
24,770.0,519.0,,,
25,,,,,
26,770.0,519.0,,,
27,,,,,
28,788.0,519.0,,,
29,,,,,
30,788.0,519.0,,,
31,,,,,
32,801.0,519.0,,,195.0
33,,,,,195.0
34,801.0,519.0,,,
35,,,,,
36,811.0,520.0,,,94.0
37,,,,,94.0
38,811.0,520.0,,,89.0
39,,,,,89.0
40,812.0,520.0,,,93.0
41,,,,,107.0
42,812.0,520.0,,,107.0
43,,,,,134.0
44,812.0,520.0,,,134.0
45,,,,,152.0
46,812.0,520.0,,,152.0
47,,,,,179.0
48,812.0,520.0,,,179.0
49,,,,,198.0
50,812.0,520.0,,,198.0
51,,,,,227.0
52,812.0,520.0,,,
53,,,,,
54,,,,,
55,,,,,
56,798.0,670.0,,,
57,,,,,
58,798.0,670.0,,,189.0
59,,,,,189.0
60,798.0,670.0,,,
61,,,,,
62,798.0,670.0,,,457.0
63,,,,,458.0
64,798.0,670.0,,,710.0
65,,,,,710.0
66,798.0,670.0,,,
67,,,,,364.0
68,798.0,670.0,,,
69,,,,,
70,,,,,
71,,,,,
72,638.0,510.0,,,
73,,,,,
74,638.0,510.0,,,
75,,,,,
76,647.0,510.0,,,
77,,,,,
78,647.0,510.0,,,
79,,,,,
80,656.0,512.0,,,
81,,,,,
82,670.0,517.0,,,
83,,,,,
84,670.0,517.0,,,
85,,,,,
86,668.0,529.0,,,
87,,,,,
88,668.0,529.0,,,
89,,,,,
90,670.0,549.0,,,
91,,,,,
92,670.0,549.0,,,
93,,,,,
94,650.0,571.0,,,
95,,,,,
96,650.0,571.0,,,
97,,,,,
98,640.0,595.0,,,
99,,,,,
100,640.0,595.0,,,
101,,,,,
102,628.0,619.0,,,
103,,,,,
104,630.0,619.0,,,
105,,,,,
106,630.0,619.0,,,
107,,,,,
108,630.0,619.0,,,
109,,,,,
110,630.0,619.0,,,
111,,,,,
112,630.0,619.0,,,
113,,,,,
114,630.0,619.0,,,
115,,,,,
116,,,,,
117,,,,,
118,816.0,792.0,,,
119,,,,,
120,816.0,792.0,,,
121,,,,,
122,816.0,792.0,,,
123,,,,,
124,816.0,792.0,,,
125,,,,,
126,816.0,792.0,,,
127,,,,,
128,464.0,143.5,,,
129,,,,,
130,464.0,143.0,,,
131,,,,,
132,464.0,143.0,,,
133,,,,,
134,464.0,143.0,,,
135,,,,,
136,464.0,143.0,,,
137,,,,,
138,464.0,143.0,,,
139,,,,,
140,464.0,143.0,,,
141,,,,,
142,,,,,
143,,,,,
144,,,,,
145,,,,,
146,,,,,
147,,,,,
148,,,,,
149,,,,,
150,,,,,
151,,,,,
152,,,,,
153,,,,,
154,,,,,
155,,,,,
156,,,,,
157,,,,,
158,,,,,
159,,,,,
160,,,,,
161,,,,,
162,,,,,
163,,,,,
164,,,,,
165,,,,,
166,,,,,
167,,,,,
168,,,,,
169,,,,,
170,,,,,
171,,,,,
172,,,,,
173,,,,,
174,,,,,
175,,,,,
176,,,,,
177,,,,,
178,,,,,
179,,,,,
180,,,,,
181,,,,,
182,,,,,
183,,,,,
184,,,,,
185,,,,,
186,,,,,
187,,,,,
188,,,,,
189,,,,,
190,,,,,
191,,,,,
192,,,,,
193,,,,,
194,,,,,
195,,,,,
196,,,,,
197,,,,,
198,,,,,
199,,,,,
200,,,,,
201,,,,,
202,,,,,
203,,,,,
204,,,,,
205,,,,,
206,,,,,
207,,,,,
208,,,,,
209,,,,,
210,,,,,
211,,,,,
